,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
156,Jakub Czerwiński\Jakub-Czerwinski,pl POL,DF,pl Legia Warsaw,24,1991,4,360,90,66.7,4.0,4,,4,0,,2,0.00,5,21,-16,-4.00,-4.50,Matches
157,Maciej Dąbrowski\Maciej-Dabrowski,pl POL,DF,pl Legia Warsaw,29,1987,2,90,45,16.7,1.0,1,,1,1,,1,1.50,0,6,-6,-6.00,-4.20,Matches
158,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,de M'Gladbach,20,1996,4,299,75,55.4,3.3,4,,2,0,,2,0.80,2,10,-8,-2.41,-2.78,Matches
159,Danilo\Danilo,br BRA,DF,es Real Madrid,25,1991,3,270,90,22.5,3.0,3,,3,0,,8,1.33,8,5,+3,+1.00,-0.35,Matches
160,Sergi Darder\Sergi-Darder,es ESP,MF,fr Lyon,22,1993,6,395,66,73.1,4.4,5,,2,1,,0,1.33,4,1,+3,+0.68,+1.30,Matches
161,Ben Davies\Ben-Davies,wal WAL,DF,eng Tottenham,23,1993,3,270,90,50.0,3.0,3,,3,0,,1,1.00,2,3,-1,-0.33,-0.67,Matches
162,Laurens De Bock\Laurens-De-Bock,be BEL,DF,be Club Brugge,23,1992,3,250,83,46.3,2.8,3,,2,0,,0,0.00,1,9,-8,-2.88,-1.64,Matches
163,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MFFW,eng Manchester City,25,1991,6,539,90,74.9,6.0,6,,5,0,,0,1.86,14,12,+2,+0.33,-0.66,Matches
164,Morgan De Sanctis\Morgan-De-Sanctis,it ITA,GK,fr Monaco,39,1977,1,90,90,8.3,1.0,1,,1,0,,11,0.00,0,3,-3,-3.00,-3.27,Matches
165,Thomas Delaney\Thomas-Delaney,dk DEN,MF,dk FC Copenhagen,24,1991,6,540,90,100.0,6.0,6,,6,0,,0,1.82,7,2,+5,+0.83,,Matches
166,Fabian Delph\Fabian-Delph,eng ENG,MF,eng Manchester City,26,1989,0,,,,,0,,0,0,,2,,,,,,,Matches
167,Mousa Dembélé\Mousa-Dembele,be BEL,MF,eng Tottenham,29,1987,4,164,41,30.4,1.8,2,,0,2,,1,0.25,1,2,-1,-0.55,-0.79,Matches
168,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,sco Celtic,20,1996,6,523,87,96.9,5.8,6,,5,0,,0,1.08,5,16,-11,-1.89,-1.89,Matches
169,Ousmane Dembélé\Ousmane-Dembele,fr FRA,MFFW,de Dortmund,19,1997,10,770,77,85.6,8.6,9,,4,1,,0,1.70,22,13,+9,+1.05,-1.02,Matches
170,Stefano Denswil\Stefano-Denswil,nl NED,DF,be Club Brugge,23,1993,5,450,90,83.3,5.0,5,,5,0,,1,0.00,1,12,-11,-2.20,-1.20,Matches
171,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,pt Porto,27,1988,1,28,28,3.9,0.3,0,,0,1,,5,1.00,0,0,0,0.00,-0.39,Matches
172,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,28,1988,7,540,77,75.0,6.0,6,,3,1,,0,2.00,14,8,+6,+1.00,+1.50,Matches
173,Abdoulay Diaby\Abdoulay-Diaby,ml MLI,FW,be Club Brugge,25,1991,2,108,54,20.0,1.2,2,,0,0,,1,0.00,0,4,-4,-3.33,-1.67,Matches
174,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,fr Lyon,19,1996,3,270,90,50.0,3.0,3,,3,0,,3,0.67,1,2,-1,-0.33,-1.33,Matches
175,Abdou Diallo\Abdou-Diallo,sn SEN,DF,fr Monaco,20,1996,1,90,90,8.3,1.0,1,,1,0,,8,0.00,0,3,-3,-3.00,-3.27,Matches
176,Amadou Diawara\Amadou-Diawara,gn GUI,MF,it Napoli,19,1997,6,391,65,54.3,4.3,4,,4,2,,1,0.83,5,8,-3,-0.69,-1.24,Matches
177,Serey Die\Serey-Die,ci CIV,MF,ch Basel,31,1984,3,236,79,43.7,2.6,3,,0,0,,1,0.00,1,7,-6,-2.29,-1.40,Matches
178,Eric Dier\Eric-Dier,eng ENG,DFMF,eng Tottenham,22,1994,5,441,88,81.7,4.9,5,,4,0,,0,0.80,5,6,-1,-0.20,-1.11,Matches
179,Lucas Digne\Lucas-Digne,fr FRA,DF,es Barcelona,23,1993,4,284,71,31.6,3.2,2,,2,2,,6,2.25,9,3,+6,+1.90,+0.73,Matches
180,Nabil Dirar\Nabil-Dirar,ma MAR,MFFW,fr Monaco,30,1986,7,234,33,21.7,2.6,3,,2,4,,0,1.91,2,6,-4,-1.54,-1.96,Matches
181,Bas Dost\Bas-Dost,nl NED,FW,pt Sporting CP,27,1989,6,480,80,88.9,5.3,5,,4,1,,0,0.50,4,6,-2,-0.37,+1.13,Matches
182,Douglas\Douglas,nl NED,DF,pt Sporting CP,28,1988,0,,,,,0,,0,0,,1,,,,,,,Matches
183,Moussa Doumbia\Moussa-Doumbia,ml MLI,FWMF,ru Rostov,21,1994,4,90,23,16.7,1.0,0,,0,4,,2,0.80,0,4,-4,-4.00,-3.60,Matches
184,Seydou Doumbia\Seydou-Doumbia,ci CIV,FW,ch Basel,28,1987,6,342,57,63.3,3.8,4,,0,2,,0,0.33,2,5,-3,-0.79,+1.94,Matches
185,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,de Leverkusen,25,1991,3,270,90,37.5,3.0,3,,3,0,,5,1.33,5,4,+1,+0.33,+0.53,Matches
186,Julian Draxler\Julian-Draxler,de GER,MFFW,fr Paris S-G,22,1993,2,161,81,22.4,1.8,2,,0,0,,0,1.50,5,3,+2,+1.12,+0.64,Matches
187,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,eng Leicester City,26,1990,10,886,89,98.4,9.8,10,,9,0,,0,1.70,11,9,+2,+0.20,+6.63,Matches
188,Erik Durm\Erik-Durm,de GER,DFMF,de Dortmund,24,1992,4,235,59,26.1,2.6,3,,2,1,,1,1.50,6,4,+2,+0.77,-0.59,Matches
189,Svetoslav Dyakov\Svetoslav-Dyakov,bg BUL,MF,bg Ludogorets,32,1984,6,540,90,100.0,6.0,6,,5,0,,0,1.42,6,15,-9,-1.50,,Matches
190,Paulo Dybala\Paulo-Dybala,ar ARG,MFFW,it Juventus,22,1993,11,797,72,68.1,8.9,10,,2,1,,0,2.36,15,3,+12,+1.36,+0.39,Matches
191,Alan Dzabana\Alan-Dzabana,fr FRA,FW,fr Lyon,19,1997,0,,,,,0,,0,0,,1,,,,,,,Matches
192,Alan Dzagoev\Alan-Dzagoev,ru RUS,MF,ru CSKA Moscow,26,1990,3,263,88,48.7,2.9,3,,2,0,,0,0.67,4,6,-2,-0.68,+0.62,Matches
193,Soslan Dzhanayev\Soslan-Dzhanayev,ru RUS,GK,ru Rostov,29,1987,6,540,90,100.0,6.0,6,,6,0,,0,1.30,6,12,-6,-1.00,,Matches
194,Ederson\Ederson,br BRA,GK,pt Benfica,22,1993,7,630,90,87.5,7.0,7,,7,0,,1,1.57,9,10,-1,-0.14,+1.86,Matches
195,Elías\Elias,br BRA,MF,pt Sporting CP,31,1985,2,77,39,14.3,0.9,1,,0,1,,3,0.00,0,4,-4,-4.68,-4.87,Matches
196,Eliseu\Eliseu,pt POR,DF,pt Benfica,32,1983,4,270,68,37.5,3.0,3,,3,1,,0,1.75,4,7,-3,-1.00,-1.00,Matches
197,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,eng Arsenal,24,1992,5,81,16,11.3,0.9,0,,0,5,,2,2.60,3,1,+2,+2.22,+1.94,Matches
198,Nico Elvedi\Nico-Elvedi,ch SUI,DF,de M'Gladbach,19,1996,6,540,90,100.0,6.0,6,,6,0,,0,1.38,5,12,-7,-1.17,,Matches
199,Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,MF,ch Basel,21,1994,3,169,56,31.3,1.9,2,,1,1,,1,0.33,0,4,-4,-2.13,-0.92,Matches
200,Matías Emilio Delgado\Matias-Emilio-Delgado,ar ARG,MF,ch Basel,33,1982,6,356,59,65.9,4.0,5,,0,1,,0,0.33,1,8,-7,-1.77,-0.79,Matches
201,Björn Engels\Bjorn-Engels,be BEL,DF,be Club Brugge,21,1994,1,53,53,9.8,0.6,1,,0,0,,0,0.00,0,2,-2,-3.40,-1.55,Matches
202,Roman Eremenko\Roman-Eremenko,fi FIN,MF,ru CSKA Moscow,29,1987,2,180,90,33.3,2.0,2,,2,0,,0,0.50,2,3,-1,-0.50,+0.75,Matches
203,Christian Eriksen\Christian-Eriksen,dk DEN,MF,eng Tottenham,24,1992,6,450,75,83.3,5.0,5,,4,1,,0,1.17,5,4,+1,+0.20,+1.20,Matches
204,Caner Erkin\Caner-Erkin,tr TUR,DFMF,tr Beşiktaş,27,1988,3,270,90,50.0,3.0,3,,3,0,,0,1.67,5,4,+1,+0.33,+2.33,Matches
205,Aleksandr Erokhin\Aleksandr-Erokhin,ru RUS,MF,ru Rostov,26,1989,6,495,83,91.7,5.5,6,,5,0,,0,1.33,6,11,-5,-0.91,+1.09,Matches
206,Sergio Escudero\Sergio-Escudero,es ESP,DFMF,es Sevilla,26,1989,8,720,90,100.0,8.0,8,,8,0,,0,1.75,9,6,+3,+0.37,,Matches
207,Ricardo Esgaio\Ricardo-Esgaio,pt POR,DFFW,pt Sporting CP,23,1993,1,32,32,5.9,0.4,0,,0,1,,1,0.00,0,0,0,0.00,+0.53,Matches
208,Patrice Evra\Patrice-Evra,fr FRA,DFMF,it Juventus,35,1981,6,500,83,42.7,5.6,6,,4,0,,0,2.33,9,2,+7,+1.26,+0.05,Matches
209,Saeid Ezatolahi\Saeid-Ezatolahi,ir IRN,MF,ru Rostov,19,1996,2,1,1,0.2,0.0,0,,0,2,,4,2.00,0,0,0,0.00,+1.00,Matches
210,Fabinho\Fabinho,br BRA,MF,fr Monaco,22,1993,10,846,85,78.3,9.4,9,,9,1,,0,1.86,19,14,+5,+0.53,+2.45,Matches
211,Fabricio\Fabricio,es ESP,GK,tr Beşiktaş,28,1987,5,450,90,83.3,5.0,5,,5,0,,1,1.20,8,13,-5,-1.00,-1.00,Matches
212,Radamel Falcao\Radamel-Falcao,co COL,FWMF,fr Monaco,30,1986,8,666,83,61.7,7.4,8,,3,0,,0,1.80,16,14,+2,+0.27,+0.71,Matches
213,Rasmus Falk\Rasmus-Falk,dk DEN,MF,dk FC Copenhagen,24,1992,6,319,53,59.1,3.5,4,,0,2,,0,1.92,5,0,+5,+1.41,+1.41,Matches
214,Valeriy Fedorchuk\Valeriy-Fedorchuk,ua UKR,MF,ua Dynamo Kyiv,27,1988,1,56,56,10.4,0.6,1,,0,0,,1,0.00,0,2,-2,-3.21,-3.96,Matches
215,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,pt Benfica,27,1988,7,590,84,81.9,6.6,7,,4,0,,0,1.57,10,9,+1,+0.15,+2.92,Matches
216,Nabil Fekir\Nabil-Fekir,fr FRA,FWMF,fr Lyon,23,1993,5,286,57,53.0,3.2,3,,1,2,,0,1.00,1,3,-2,-0.63,-2.05,Matches
217,Felipe\Felipe,br BRA,DF,pt Porto,27,1989,8,720,90,100.0,8.0,8,,8,0,,0,1.50,9,6,+3,+0.37,,Matches
218,Junior Fernándes\Junior-Fernandes,cl CHI,FWMF,hr Dinamo Zagreb,28,1988,6,508,85,94.1,5.6,6,,5,0,,0,1.33,0,14,-14,-2.48,+0.33,Matches
219,Mário Fernandes\Mario-Fernandes,ru RUS,DF,ru CSKA Moscow,25,1990,5,450,90,83.3,5.0,5,,5,0,,0,0.60,4,8,-4,-0.80,+1.20,Matches
220,Fernandinho\Fernandinho,br BRA,MFDF,eng Manchester City,31,1985,7,545,78,75.7,6.1,7,,4,0,,0,1.89,13,15,-2,-0.33,-3.42,Matches
221,Fernando\Fernando,br BRA,MF,eng Manchester City,29,1987,4,137,34,19.0,1.5,1,,1,3,,2,2.33,2,1,+1,+0.66,+0.19,Matches
222,Jordan Ferri\Jordan-Ferri,fr FRA,MF,fr Lyon,24,1992,3,206,69,38.1,2.3,2,,2,1,,3,2.00,4,1,+3,+1.31,+1.58,Matches
223,Ivan Fiolić\Ivan-Fiolic,hr CRO,MF,hr Dinamo Zagreb,20,1996,4,187,47,34.6,2.1,0,,0,4,,1,0.00,0,5,-5,-2.41,+0.14,Matches
224,Phil Foden\Phil-Foden,eng ENG,FWMF,eng Manchester City,16,2000,0,,,,,0,,0,0,,1,,,,,,,Matches
225,James Forrest\James-Forrest,sco SCO,MFFW,sco Celtic,25,1991,5,309,62,57.2,3.4,4,,0,1,,1,1.18,4,7,-3,-0.87,+2.24,Matches
226,Alexander Fransson\Alexander-Fransson,se SWE,MF,ch Basel,22,1994,2,110,55,20.4,1.2,1,,1,1,,1,0.50,1,2,-1,-0.82,+0.86,Matches
227,Kerim Frei\Kerim-Frei,tr TUR,MF,tr Beşiktaş,22,1993,2,25,13,4.6,0.3,0,,0,2,,2,0.50,0,1,-1,-3.60,-2.90,Matches
228,Christian Fuchs\Christian-Fuchs,at AUT,DF,eng Leicester City,30,1986,9,810,90,90.0,9.0,9,,9,0,,1,1.89,11,5,+6,+0.67,+5.67,Matches
229,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FW,it Napoli,24,1991,5,177,35,24.6,2.0,2,,0,3,,1,1.60,1,1,0,0.00,+0.17,Matches
230,Omar Gaber\Omar-Gaber,eg EGY,DF,ch Basel,24,1992,1,69,69,12.8,0.8,1,,0,0,,5,0.00,0,1,-1,-1.30,+0.22,Matches
231,Gabi\Gabi,es ESP,MF,es Atlético Madrid,33,1983,11,990,90,91.7,11.0,11,,11,0,,0,2.27,15,9,+6,+0.55,-1.45,Matches
232,Nicolás Gaitán\Nicolas-Gaitan,ar ARG,MF,es Atlético Madrid,28,1988,5,190,38,17.6,2.1,2,,0,3,,6,1.40,1,3,-2,-0.95,-1.96,Matches
233,Cristian Gamboa\Cristian-Gamboa,cr CRC,MFDF,sco Celtic,26,1989,2,175,88,32.4,1.9,2,,1,0,,3,0.50,1,8,-7,-3.60,-2.61,Matches
234,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,es Atlético Madrid,29,1987,9,430,48,39.8,4.8,4,,1,5,,1,2.33,8,3,+5,+1.05,+0.63,Matches
235,Ganso\Ganso,br BRA,MF,es Sevilla,26,1989,1,75,75,10.4,0.8,1,,0,0,,5,3.00,2,0,+2,+2.40,+2.26,Matches
236,Jordy Gaspar\Jordy-Gaspar,fr FRA,MF,fr Lyon,19,1997,1,79,79,14.6,0.9,1,,0,0,,2,0.00,0,1,-1,-1.14,-1.72,Matches
237,Alexandru Gațcan\Alexandru-Gatcan,md MDA,MF,ru Rostov,32,1984,6,540,90,100.0,6.0,6,,6,0,,0,1.30,6,12,-6,-1.00,,Matches
238,Felipe Gedoz\Felipe-Gedoz,br BRA,FW,be Club Brugge,23,1993,4,126,32,23.3,1.4,1,,1,3,,2,0.00,0,4,-4,-2.86,-1.12,Matches
239,Valère Germain\Valere-Germain,fr FRA,FW,fr Monaco,26,1990,12,498,42,46.1,5.5,5,,1,7,,0,1.81,9,6,+3,+0.54,+1.01,Matches
240,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,MFFW,fr Lyon,24,1992,5,186,37,34.4,2.1,2,,1,3,,0,1.00,1,1,0,0.00,-0.51,Matches
241,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,it Napoli,25,1991,8,720,90,100.0,8.0,8,,8,0,,0,1.38,13,14,-1,-0.12,,Matches
242,Emanuele Giaccherini\Emanuele-Giaccherini,it ITA,FWMF,it Napoli,31,1985,2,12,6,1.7,0.1,0,,0,2,,3,2.00,0,1,-1,-7.50,-7.50,Matches
243,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,eng Arsenal,26,1989,6,465,78,64.6,5.2,5,,5,1,,2,2.17,16,10,+6,+1.16,+1.87,Matches
244,Matthias Ginter\Matthias-Ginter,de GER,DF,de Dortmund,22,1994,8,534,67,59.3,5.9,6,,5,2,,2,2.00,17,13,+4,+0.67,-1.29,Matches
245,Olivier Giroud\Olivier-Giroud,fr FRA,FW,eng Arsenal,29,1986,6,312,52,43.3,3.5,3,,2,3,,0,1.33,7,8,-1,-0.29,-1.39,Matches
246,Kamil Glik\Kamil-Glik,pl POL,DF,fr Monaco,28,1988,10,900,90,83.3,10.0,10,,10,0,,0,2.00,19,16,+3,+0.30,+1.80,Matches
247,Diego Godín\Diego-Godin,uy URU,DF,es Atlético Madrid,30,1986,11,990,90,91.7,11.0,11,,11,0,,0,2.09,11,7,+4,+0.36,-3.64,Matches
248,Evandro Goebel\Evandro-Goebel,br BRA,MF,pt Porto,29,1986,1,6,6,0.8,0.1,0,,0,1,,1,1.00,0,0,0,0.00,-0.38,Matches
249,Amer Gojak\Amer-Gojak,ba BIH,MF,hr Dinamo Zagreb,19,1997,3,152,51,28.1,1.7,2,,1,1,,2,0.00,0,2,-2,-1.18,+1.83,Matches
250,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MF,ru CSKA Moscow,20,1996,6,496,83,91.9,5.5,6,,4,0,,0,0.50,5,10,-5,-0.91,+1.14,Matches
251,André Gomes\Andre-Gomes,pt POR,MF,es Barcelona,23,1993,8,464,58,51.6,5.2,5,,3,3,,2,1.88,18,7,+11,+2.13,+1.51,Matches
252,José Gomes\Jose-Gomes,pt POR,DFFW,pt Benfica,17,1999,1,8,8,1.1,0.1,0,,0,1,,2,0.00,1,0,+1,+11.25,+11.76,Matches
253,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,fr Lyon,27,1989,6,482,80,89.3,5.4,6,,5,0,,0,1.33,3,3,0,0.00,-3.10,Matches
254,Gökhan Gönül\Gokhan-Gonul,tr TUR,DF,tr Beşiktaş,31,1985,2,90,45,16.7,1.0,1,,0,1,,3,0.50,0,5,-5,-5.00,-5.00,Matches
255,Derlis González\Derlis-Gonzalez,py PAR,FW,ua Dynamo Kyiv,22,1994,5,322,64,59.6,3.6,4,,,1,,0,,,,,,,Matches
256,Craig Gordon\Craig-Gordon,sco SCO,GK,sco Celtic,33,1982,5,450,90,83.3,5.0,5,,5,0,,1,1.18,5,9,-4,-0.80,+6.20,Matches
257,Astemir Gordyushenko\Astemir-Gordyushenko,ru RUS,MF,ru CSKA Moscow,19,1997,2,34,17,6.3,0.4,0,,0,2,,1,0.50,0,2,-2,-5.29,-4.58,Matches
258,Mathieu Gorgelin\Mathieu-Gorgelin,fr FRA,GK,fr Lyon,25,1990,0,,,,,0,,0,0,,6,,,,,,,Matches
259,Mario Götze\Mario-Gotze,de GER,MF,de Dortmund,24,1992,4,292,73,32.4,3.2,4,,1,0,,1,2.50,8,2,+6,+1.85,+0.96,Matches
260,Vladimir Granat\Vladimir-Granat,ru RUS,DF,ru Rostov,29,1987,6,540,90,100.0,6.0,6,,6,0,,0,0.83,6,12,-6,-1.00,,Matches
261,Demarai Gray\Demarai-Gray,eng ENG,MF,eng Leicester City,20,1996,5,155,31,17.2,1.7,1,,1,4,,4,1.80,1,6,-5,-2.90,-3.63,Matches
262,Julian Green\Julian-Green,us USA,MF,de Bayern Munich,21,1995,0,,,,,0,,0,0,,2,,,,,,,Matches
263,Ján Greguš\Jan-Gregus,sk SVK,MF,dk FC Copenhagen,25,1991,4,116,29,21.5,1.3,1,,0,3,,1,1.88,1,1,0,0.00,-1.06,Matches
264,Clément Grenier\Clement-Grenier,fr FRA,MF,fr Lyon,25,1991,1,12,12,2.2,0.1,0,,0,1,,1,1.00,0,0,0,0.00,-0.34,Matches
265,Antoine Griezmann\Antoine-Griezmann,fr FRA,FW,es Atlético Madrid,25,1991,12,1068,89,98.9,11.9,12,,9,0,,0,2.17,14,9,+5,+0.42,-22.08,Matches
266,Leigh Griffiths\Leigh-Griffiths,sco SCO,FW,sco Celtic,25,1990,3,42,14,7.8,0.5,0,,0,3,,0,1.33,0,1,-1,-2.14,-0.34,Matches
267,Maksim Grigoryev\Maksim-Grigoryev,ru RUS,MF,ru Rostov,26,1990,1,8,8,1.5,0.1,0,,0,1,,1,3.00,0,0,0,0.00,+1.02,Matches
268,Álex Grimaldo\Alex-Grimaldo,es ESP,DF,pt Benfica,20,1995,4,360,90,50.0,4.0,4,,4,0,,0,1.75,6,5,+1,+0.25,+1.25,Matches
269,Andrés Guardado\Andres-Guardado,mx MEX,MF,nl PSV Eindhoven,29,1986,4,331,83,61.3,3.7,4,,3,0,,0,0.25,4,8,-4,-1.09,+0.20,Matches
270,Gonçalo Guedes\Goncalo-Guedes,pt POR,FWMF,pt Benfica,19,1996,6,422,70,58.6,4.7,5,,1,1,,0,1.33,9,2,+7,+1.49,+4.51,Matches
271,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,MFDF,de Dortmund,22,1993,6,501,84,55.7,5.6,6,,3,0,,1,1.17,11,8,+3,+0.54,-1.49,Matches
272,Papa Gueye\Papa-Gueye,sn SEN,DF,ru Rostov,32,1984,0,,,,,0,,0,0,,3,,,,,,,Matches
273,Guilherme\Guilherme,br BRA,MFDF,pl Legia Warsaw,25,1991,6,461,77,85.4,5.1,6,,3,0,,0,1.00,7,21,-14,-2.73,-1.59,Matches
274,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,eng Manchester City,25,1990,6,520,87,72.2,5.8,6,,4,0,,0,1.50,11,9,+2,+0.35,-0.55,Matches
275,Angus Gunn\Angus-Gunn,eng ENG,GK,eng Manchester City,20,1996,0,,,,,0,,0,0,,2,,,,,,,Matches
276,André Hahn\Andre-Hahn,de GER,FW,de M'Gladbach,25,1990,6,341,57,63.1,3.8,4,,2,2,,0,1.14,3,7,-4,-1.06,+0.30,Matches
277,Kasper Hämäläinen\Kasper-Hamalainen,fi FIN,FWMF,pl Legia Warsaw,29,1986,1,4,4,0.7,0.0,0,,0,1,,4,3.00,0,0,0,0.00,+2.52,Matches
278,Ben Hamer\Ben-Hamer,eng ENG,GK,eng Leicester City,28,1987,1,90,90,10.0,1.0,1,,1,0,,1,0.00,0,5,-5,-5.00,-5.67,Matches
279,Marek Hamšík\Marek-Hamsik,sk SVK,MF,it Napoli,29,1987,8,652,82,90.6,7.2,8,,4,0,,0,1.38,12,12,0,0.00,+1.32,Matches
280,Denys Harmash\Denys-Harmash,ua UKR,MF,ua Dynamo Kyiv,26,1990,3,270,90,50.0,3.0,3,,3,0,,1,0.67,2,3,-1,-0.33,-1.33,Matches
281,Kai Havertz\Kai-Havertz,de GER,MF,de Leverkusen,17,1999,3,80,27,11.1,0.9,1,,0,2,,1,1.33,1,3,-2,-2.25,-2.53,Matches
282,Thorgan Hazard\Thorgan-Hazard,be BEL,FWMF,de M'Gladbach,23,1993,4,252,63,46.7,2.8,3,,0,1,,0,1.17,2,8,-6,-2.14,-1.83,Matches
283,Liam Henderson\Liam-Henderson,sco SCO,MF,sco Celtic,20,1996,1,5,5,0.9,0.1,0,,0,1,,1,1.00,0,0,0,0.00,+1.85,Matches
284,Jorrit Hendrix\Jorrit-Hendrix,nl NED,MF,nl PSV Eindhoven,21,1995,2,130,65,24.1,1.4,2,,0,0,,0,0.50,2,3,-1,-0.69,+0.62,Matches
285,Benjamin Henrichs\Benjamin-Henrichs,de GER,DF,de Leverkusen,19,1997,7,554,79,76.9,6.2,6,,6,1,,0,1.43,8,8,0,0.00,0.00,Matches
286,Ángelo Henríquez\Angelo-Henriquez,cl CHI,FW,hr Dinamo Zagreb,22,1994,2,79,40,14.6,0.9,0,,0,2,,4,1.67,0,1,-1,-1.14,+1.59,Matches
287,Javier Hernández\Javier-Hernandez,mx MEX,FW,de Leverkusen,28,1988,8,653,82,90.7,7.3,8,,3,0,,0,1.38,10,7,+3,+0.41,+4.44,Matches
288,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,es Atlético Madrid,20,1996,4,305,76,28.2,3.4,3,,3,1,,7,0.50,0,5,-5,-1.48,-2.99,Matches
289,Luis Hernández\Luis-Hernandez,es ESP,DF,eng Leicester City,27,1989,4,360,90,40.0,4.0,4,,4,0,,2,1.75,4,5,-1,-0.25,-0.58,Matches
290,Hernanes\Hernanes,br BRA,MF,it Juventus,31,1985,2,95,48,8.1,1.1,1,,1,1,,3,3.00,4,0,+4,+3.79,+2.78,Matches
291,Héctor Herrera\Hector-Herrera,mx MEX,MF,pt Porto,26,1990,6,322,54,44.7,3.6,4,,1,2,,2,1.75,3,4,-1,-0.28,-1.18,Matches
292,Patrick Herrmann\Patrick-Herrmann,de GER,MF,de M'Gladbach,25,1991,3,31,10,5.7,0.3,0,,0,3,,0,1.75,0,1,-1,-2.90,-1.84,Matches
293,Son Heung-min\Son-Heung-min,kr KOR,MFFW,eng Tottenham,24,1992,6,425,71,78.7,4.7,6,,1,0,,0,1.17,5,6,-1,-0.21,-0.99,Matches
294,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,it Juventus,28,1987,12,1039,87,88.8,11.5,12,,8,0,,0,2.25,18,5,+13,+1.13,-0.93,Matches
295,Roberto Hilbert\Roberto-Hilbert,de GER,DF,de Leverkusen,31,1984,1,90,90,12.5,1.0,1,,1,0,,0,1.00,0,0,0,0.00,0.00,Matches
296,Oleksandr Hladkyy\Oleksandr-Hladkyy,ua UKR,FW,ua Dynamo Kyiv,28,1987,3,25,8,4.6,0.3,0,,0,3,,0,0.33,0,0,0,0.00,-0.35,Matches
297,Adam Hloušek\Adam-Hlousek,cz CZE,DF,pl Legia Warsaw,27,1988,4,360,90,66.7,4.0,4,,4,0,,0,1.44,5,10,-5,-1.25,+3.75,Matches
298,Armin Hodžić\Armin-Hodzic,ba BIH,FW,hr Dinamo Zagreb,21,1994,1,32,32,5.9,0.4,0,,0,1,,2,2.00,0,1,-1,-2.81,-0.33,Matches
299,Jonas Hofmann\Jonas-Hofmann,de GER,MF,de M'Gladbach,24,1992,2,139,70,25.7,1.5,1,,1,1,,4,2.00,2,1,+1,+0.65,+2.44,Matches
300,Rob Holding\Rob-Holding,eng ENG,DF,eng Arsenal,20,1995,1,90,90,12.5,1.0,1,,1,0,,2,3.00,4,1,+3,+3.00,+2.86,Matches
301,André Horta\Andre-Horta,pt POR,MF,pt Benfica,19,1996,2,146,73,20.3,1.6,2,,1,0,,2,0.50,1,4,-3,-1.85,-1.85,Matches
302,Artem Hromov\Artem-Hromov,ua UKR,FWMF,ua Dynamo Kyiv,26,1990,1,3,3,0.6,0.0,0,,0,1,,1,0.00,0,0,0,0.00,-0.34,Matches
303,Mats Hummels\Mats-Hummels,de GER,DF,de Bayern Munich,27,1988,9,681,76,73.2,7.6,7,,6,2,,0,2.00,21,9,+12,+1.59,+1.22,Matches
304,Oleh Husyev\Oleh-Husyev,ua UKR,DFMF,ua Dynamo Kyiv,33,1983,1,17,17,3.1,0.2,0,,0,1,,0,0.00,0,0,0,0.00,-0.34,Matches
305,Atiba Hutchinson\Atiba-Hutchinson,ca CAN,MF,tr Beşiktaş,33,1983,6,540,90,100.0,6.0,6,,6,0,,0,1.17,9,14,-5,-0.83,,Matches
306,Robert Huth\Robert-Huth,de GER,DF,eng Leicester City,31,1984,8,720,90,80.0,8.0,8,,8,0,,0,2.00,10,4,+6,+0.75,+3.25,Matches
307,Elseid Hysaj\Elseid-Hysaj,al ALB,DF,it Napoli,22,1994,7,630,90,87.5,7.0,7,,7,0,,1,1.57,11,11,0,0.00,+1.00,Matches
308,Daniel Høegh\Daniel-Hoegh,dk DEN,DF,ch Basel,25,1991,0,,,,,0,,0,0,,6,,,,,,,Matches
